ABE,CLT,480
ABE,PHL,55
ABI,DFW,158
ABQ,DFW,569
ABQ,LAX,677
ABQ,ORD,1118
ABQ,PHX,328
ABZ,LHR,403
ACC,LHR,3159
ACT,DFW,89
ADL,BNE,1007
ADL,SYD,725
AEX,DFW,285
AGP,LHR,1041
AGS,CLT,140
AGS,DCA,468
AGU,DFW,836
AKL,BNE,1428
AKL,PPT,2544
AKL,SYD,1345
ALB,CLT,646
ALB,DCA,318
ALB,PHL,212
ALO,ORD,234
AMA,DFW,312
AMM,JFK,5738
AMM,ORD,6236
AMM,YUL,5541
AMS,LHR,231
AMS,PHL,3736
ANC,LAX,2345
ANC,PHX,2551
ANU,CLT,1715
ANU,JFK,1770
ANU,MIA,1330
AQP,LIM,475
ARN,LHR,911
ART,ORD,617
ART,PHL,287
ASP,SYD,1256
ASU,MIA,3824
ATH,LHR,1510
ATH,PHL,5035
ATL,CLT,227
ATL,DFW,731
ATL,LHR,4211
ATL,MIA,595
ATL,ORD,606
ATL,PHL,666
ATL,PHX,1587
AUA,CLT,1706
AUA,MIA,1133
AUA,PHL,1911
AUH,CMB,2049
AUH,DUS,3126
AUH,IAD,7088
AUH,ISB,1264
AUH,JFK,6867
AUH,LHE,1300
AUH,LHR,3432
AUH,MCT,237
AUH,ORD,7275
AUS,CLT,1032
AUS,DFW,190
AUS,JFK,1521
AUS,LAX,1242
AUS,LHR,4915
AUS,MSY,444
AUS,ORD,978
AUS,PHL,1430
AUS,PHX,872
AVL,CLT,92
AVP,CLT,509
AVP,PHL,104
AZO,ORD,122
BAH,DOH,92
BAH,LHR,3169
BCN,JFK,3831
BCN,LHR,713
BCN,MIA,4697
BCN,PHL,3924
BDA,JFK,762
BDA,MIA,1046
BDA,PHL,785
BDL,CLT,644
BDL,DCA,313
BDL,DFW,1471
BDL,LAX,2527
BDL,MIA,1194
BDL,ORD,783
BDL,PHL,196
BDL,PIT,406
BGI,MIA,1611
BGM,PHL,166
BGO,LHR,649
BGR,DCA,590
BGR,PHL,473
BHD,LHR,313
BHM,CLT,351
BHM,DCA,653
BHM,DFW,597
BHM,MIA,661
BHM,PHL,772
BJL,DKR,112
BJX,DFW,864
BKK,KUL,754
BKK,NRT,2889
BLQ,LHR,724
BLR,LHR,5004
BMI,DFW,690
BMI,ORD,116
BNA,CLT,329
BNA,DCA,562
BNA,DFW,631
BNA,JFK,765
BNA,LAX,1797
BNA,LGA,764
BNA,MIA,806
BNA,ORD,409
BNA,PHL,675
BNE,ADL,1007
BNE,AKL,1428
BNE,CBR,593
BNE,CNS,862
BNE,DRW,1771
BNE,LAX,7161
BNE,MEL,857
BNE,PER,2246
BNE,SYD,467
BNE,TSV,690
BOG,DFW,2438
BOG,MIA,1506
BOI,PHX,735
BOM,LHR,4487
BOS,BUF,396
BOS,CLT,728
BOS,CUN,1735
BOS,DCA,399
BOS,DFW,1562
BOS,JFK,187
BOS,LAX,2611
BOS,LGA,185
BOS,LHR,3265
BOS,MAD,3410
BOS,MDT,335
BOS,MIA,1258
BOS,NRT,6702
BOS,ORD,867
BOS,PDX,2537
BOS,PHL,280
BOS,PHX,2300
BOS,PIT,496
BOS,RIC,474
BOS,ROC,343
BOS,SAN,2588
BOS,SEA,2496
BOS,SYR,265
BPT,DFW,270
BRO,DFW,482
BRU,LHR,218
BRU,PHL,3760
BSB,MIA,3599
BSL,LHR,448
BTR,CLT,675
BTR,DFW,383
BTV,DCA,437
BTV,PHL,335
BUD,LHR,928
BUF,BOS,396
BUF,CLT,546
BUF,DCA,296
BUF,ORD,473
BUF,PHL,279
BUR,PDX,817
BUR,PHX,369
BUR,SEA,937
BWI,CLT,361
BWI,DFW,1217
BWI,JFK,184
BWI,LHR,3634
BWI,MIA,946
BWI,ORD,621
BWI,PHL,90
BWI,PHX,1999
BZE,CLT,1299
BZE,DFW,1189
BZE,MIA,767
CAE,CLT,88
CAE,DCA,408
CAE,DFW,922
CAE,PHL,523
CAK,CLT,394
CAK,DCA,274
CAK,PHL,335
CBR,BNE,593
CBR,MEL,292
CBR,SYD,147
CCS,DFW,2450
CCS,JFK,2109
CCS,MIA,1360
CCS,SJU,543
CDG,CLT,4174
CDG,DFW,4948
CDG,JFK,3635
CDG,KUL,6492
CDG,LHR,216
CDG,MIA,4589
CDG,ORD,4152
CDG,PHL,3728
CHA,CLT,242
CHA,DCA,523
CHA,DFW,695
CHA,ORD,501
CHC,SYD,1323
CHO,CLT,245
CHO,LGA,305
CHO,ORD,566
CHO,PHL,210
CHS,CLT,168
CHS,DCA,444
CHS,DFW,987
CHS,MIA,490
CHS,PHL,550
CID,DFW,685
CID,ORD,196
CLE,CLT,430
CLE,DFW,1021
CLE,JFK,425
CLE,MIA,1080
CLE,ORD,316
CLE,PHL,363
CLL,DFW,164
CLO,MIA,1552
CLT,ABE,480
CLT,AGS,140
CLT,ALB,646
CLT,ANU,1715
CLT,ATL,227
CLT,AUA,1706
CLT,AUS,1032
CLT,AVL,92
CLT,AVP,509
CLT,BDL,644
CLT,BHM,351
CLT,BNA,329
CLT,BOS,728
CLT,BTR,675
CLT,BUF,546
CLT,BWI,361
CLT,BZE,1299
CLT,CAE,88
CLT,CAK,394
CLT,CDG,4174
CLT,CHA,242
CLT,CHO,245
CLT,CHS,168
CLT,CLE,430
CLT,CMH,347
CLT,CRW,221
CLT,CUN,1041
CLT,CVG,335
CLT,CZM,1075
CLT,DAB,416
CLT,DAY,370
CLT,DCA,331
CLT,DEN,1338
CLT,DFW,936
CLT,DSM,815
CLT,DTW,500
CLT,DUB,3720
CLT,EWN,221
CLT,EWR,528
CLT,FAY,118
CLT,FCO,4812
CLT,FLL,631
CLT,FLO,99
CLT,FPO,611
CLT,FRA,4396
CLT,GCM,1097
CLT,GNV,388
CLT,GPT,577
CLT,GRU,4623
CLT,GSO,83
CLT,GSP,76
CLT,HPN,564
CLT,HSV,333
CLT,HTS,235
CLT,IAD,321
CLT,IAH,913
CLT,ILM,185
CLT,IND,428
CLT,JAN,562
CLT,JAX,328
CLT,JFK,541
CLT,LAS,1916
CLT,LAX,2125
CLT,LEX,282
CLT,LGA,544
CLT,LHR,3992
CLT,LIR,1719
CLT,LIT,641
CLT,LYH,175
CLT,MBJ,1165
CLT,MCI,809
CLT,MCO,468
CLT,MDT,413
CLT,MEM,512
CLT,MEX,1551
CLT,MGM,372
CLT,MHT,737
CLT,MIA,650
CLT,MKE,651
CLT,MLB,490
CLT,MOB,526
CLT,MSP,930
CLT,MSY,651
CLT,MYR,156
CLT,NAS,731
CLT,OMA,913
CLT,ORD,599
CLT,ORF,290
CLT,PBI,590
CLT,PDX,2282
CLT,PHF,282
CLT,PHL,448
CLT,PHX,1774
CLT,PIT,366
CLT,PLS,1064
CLT,PNS,488
CLT,PUJ,1382
CLT,PVD,684
CLT,PWM,812
CLT,RDU,130
CLT,RIC,256
CLT,ROA,155
CLT,ROC,573
CLT,RSW,600
CLT,SAN,2077
CLT,SAT,1095
CLT,SAV,213
CLT,SBY,370
CLT,SDF,335
CLT,SEA,2279
CLT,SFO,2296
CLT,SJD,1918
CLT,SJO,1748
CLT,SJU,1474
CLT,SLC,1727
CLT,SMF,2244
CLT,SRQ,547
CLT,STL,575
CLT,STT,1520
CLT,SXM,1612
CLT,SYR,603
CLT,TLH,387
CLT,TPA,507
CLT,TRI,120
CLT,TYS,177
CLT,UVF,1934
CLT,VPS,460
CLT,XNA,754
CLT,YOW,751
CLT,YUL,803
CLT,YYZ,588
CMB,AUH,2049
CMH,CLT,347
CMH,DCA,323
CMH,DFW,926
CMH,JFK,483
CMH,LAX,1995
CMH,LGA,479
CMH,MIA,990
CMH,ORD,296
CMH,PHL,406
CMH,PHX,1670
CMI,DFW,693
CMI,ORD,135
CNF,MIA,3963
CNS,BNE,862
COS,DFW,592
COU,DFW,490
COU,ORD,315
CPH,LHR,610
CPT,LHR,5994
CRP,DFW,354
CTS,NRT,489
CUN,BOS,1735
CUN,CLT,1041
CUN,DFW,1028
CUN,JFK,1555
CUN,MIA,531
CUN,ORD,1444
CUN,PHL,1469
CUN,PHX,1760
CUR,MIA,1192
CUU,DFW,604
CVG,CLT,335
CVG,DCA,411
CVG,DFW,812
CVG,JFK,589
CVG,MIA,948
CVG,ORD,264
CVG,PHL,507
CWB,POA,331
CZM,CLT,1075
CZM,DFW,1055
CZM,MIA,556
DAB,CLT,416
DAY,CLT,370
DAY,DCA,391
DAY,DFW,861
DAY,LGA,549
DAY,ORD,240
DAY,PHL,477
DBQ,ORD,147
DCA,AGS,468
DCA,ALB,318
DCA,BDL,313
DCA,BGR,590
DCA,BHM,653
DCA,BNA,562
DCA,BOS,399
DCA,BTV,437
DCA,BUF,296
DCA,CAE,408
DCA,CAK,274
DCA,CHA,523
DCA,CHS,444
DCA,CLT,331
DCA,CMH,323
DCA,CRW,249
DCA,CVG,411
DCA,DAY,391
DCA,DFW,1192
DCA,DSM,897
DCA,DTW,405
DCA,FAY,285
DCA,FLL,899
DCA,GSO,248
DCA,GSP,396
DCA,HPN,234
DCA,HSV,613
DCA,ILM,320
DCA,IND,500
DCA,ISP,249
DCA,JAN,860
DCA,JAX,634
DCA,JFK,213
DCA,LAS,2089
DCA,LAX,2311
DCA,LGA,214
DCA,LIT,888
DCA,MCI,949
DCA,MCO,759
DCA,MEM,762
DCA,MHT,406
DCA,MIA,920
DCA,MSP,931
DCA,MSY,969
DCA,MYR,372
DCA,NAS,952
DCA,OMA,1012
DCA,ORD,612
DCA,ORF,143
DCA,PBI,857
DCA,PDX,2350
DCA,PHL,119
DCA,PHX,1979
DCA,PIT,204
DCA,PNS,816
DCA,PVD,357
DCA,PWM,482
DCA,RDU,227
DCA,ROC,296
DCA,RSW,892
DCA,SAN,2276
DCA,SAV,520
DCA,SDF,474
DCA,SRQ,851
DCA,STL,719
DCA,SYR,298
DCA,TLH,716
DCA,TPA,814
DCA,TYS,437
DCA,VPS,789
DCA,YHZ,811
DCA,YUL,487
DCA,YYZ,359
DEL,LHR,4191
DEN,CLT,1338
DEN,DFW,641
DEN,LAX,862
DEN,LHR,4671
DEN,MIA,1709
DEN,ORD,888
DEN,PHL,1558
DEN,PHX,602
DEN,SEA,1024
DFW,ABI,158
DFW,ABQ,569
DFW,ACT,89
DFW,AEX,285
DFW,AGU,836
DFW,AMA,312
DFW,ATL,731
DFW,AUS,190
DFW,BDL,1471
DFW,BHM,597
DFW,BJX,864
DFW,BMI,690
DFW,BNA,631
DFW,BNE,8303
DFW,BOG,2438
DFW,BOS,1562
DFW,BPT,270
DFW,BRO,482
DFW,BTR,383
DFW,BWI,1217
DFW,BZE,1189
DFW,CAE,922
DFW,CCS,2450
DFW,CDG,4948
DFW,CHA,695
DFW,CHS,987
DFW,CID,685
DFW,CLE,1021
DFW,CLL,164
DFW,CLT,936
DFW,CMH,926
DFW,CMI,693
DFW,COS,592
DFW,COU,490
DFW,CRP,354
DFW,CRW,946
DFW,CUN,1028
DFW,CUU,604
DFW,CVG,812
DFW,CZM,1055
DFW,DAY,861
DFW,DCA,1192
DFW,DEN,641
DFW,DSM,624
DFW,DTW,986
DFW,ELP,551
DFW,EVV,642
DFW,EWR,1372
DFW,EZE,5286
DFW,FAR,968
DFW,FAT,1313
DFW,FLL,1119
DFW,FRA,5143
DFW,FSD,737
DFW,FSM,227
DFW,FWA,859
DFW,GCK,404
DFW,GDL,936
DFW,GGG,140
DFW,GIG,5221
DFW,GJT,773
DFW,GPT,500
DFW,GRI,561
DFW,GRK,134
DFW,GRR,931
DFW,GRU,5111
DFW,GSO,999
DFW,GSP,862
DFW,GUA,1325
DFW,HNL,3784
DFW,HOU,247
DFW,HSV,603
DFW,IAD,1172
DFW,IAH,224
DFW,ICN,6842
DFW,ICT,328
DFW,IND,761
DFW,JAN,408
DFW,JAX,918
DFW,JFK,1391
DFW,JLN,327
DFW,LAS,1055
DFW,LAX,1235
DFW,LBB,282
DFW,LCH,295
DFW,LEX,785
DFW,LFT,351
DFW,LGA,1389
DFW,LHR,4750
DFW,LIM,3357
DFW,LIR,1700
DFW,LIT,304
DFW,LRD,396
DFW,MAD,4965
DFW,MAF,309
DFW,MBJ,1546
DFW,MCI,460
DFW,MCO,985
DFW,MEM,431
DFW,MEX,935
DFW,MFE,469
DFW,MGM,622
DFW,MHK,431
DFW,MIA,1121
DFW,MKE,853
DFW,MLI,691
DFW,MLM,931
DFW,MLU,293
DFW,MOB,539
DFW,MSN,821
DFW,MSP,852
DFW,MSY,448
DFW,MTY,524
DFW,MZT,875
DFW,NAS,1300
DFW,NRT,6427
DFW,OGG,3710
DFW,OKC,175
DFW,OMA,583
DFW,ONT,1188
DFW,ORD,802
DFW,ORF,1212
DFW,PBC,949
DFW,PBI,1102
DFW,PDX,1616
DFW,PHL,1303
DFW,PHX,868
DFW,PIA,672
DFW,PIT,1067
DFW,PLS,1699
DFW,PNS,604
DFW,PSP,1126
DFW,PTY,1990
DFW,PVR,982
DFW,QRO,867
DFW,RAP,835
DFW,RDU,1061
DFW,RIC,1158
DFW,RNO,1345
DFW,ROW,435
DFW,RSW,1017
DFW,RTB,1317
DFW,SAL,1431
DFW,SAN,1171
DFW,SAT,247
DFW,SAV,925
DFW,SCL,4869
DFW,SDF,733
DFW,SEA,1660
DFW,SFO,1464
DFW,SGF,364
DFW,SHV,190
DFW,SJC,1438
DFW,SJD,1024
DFW,SJO,1776
DFW,SJT,229
DFW,SJU,2165
DFW,SLC,989
DFW,SLP,771
DFW,SMF,1431
DFW,SNA,1205
DFW,SPI,630
DFW,SPS,113
DFW,STL,550
DFW,TLH,767
DFW,TPA,929
DFW,TRC,634
DFW,TUL,237
DFW,TUS,813
DFW,TXK,181
DFW,TYR,102
DFW,TYS,772
DFW,VPS,641
DFW,XNA,280
DFW,YEG,1630
DFW,YUL,1513
DFW,YVR,1754
DFW,YYC,1523
DFW,YYZ,1199
DFW,ZCL,770
DKR,BJL,112
DKR,LPA,918
DOH,BAH,92
DOH,IAD,6927
DOH,IAH,8048
DOH,JFK,6704
DOH,ORD,7133
DOH,PHL,6797
DOM,SJU,369
DRW,BNE,1771
DRW,SYD,1957
DSM,CLT,815
DSM,DCA,897
DSM,DFW,624
DSM,ORD,299
DSM,PHX,1149
DTW,CLT,500
DTW,DCA,405
DTW,DFW,986
DTW,LGA,502
DTW,MIA,1145
DTW,ORD,234
DTW,PHL,453
DTW,PHX,1671
DTW,YUL,530
DUB,CLT,3720
DUB,JFK,3179
DUB,LHR,280
DUB,ORD,3673
DUB,PHL,3273
DUS,AUH,3126
DUS,JFK,3749
DUS,LAX,5689
DUS,LHR,313
DUS,MIA,4733
DUS,ORD,4230
DUS,RSW,4756
DXB,LHR,3420
EBB,LHR,4028
EDI,LHR,332
EIS,SJU,96
ELH,MIA,226
ELM,PHL,180
ELP,DFW,551
ELP,LAX,714
ELP,ORD,1236
ELP,PHX,347
ERI,PHL,300
EUG,LAX,748
EUG,PDX,106
EVV,DFW,642
EVV,ORD,273
EWN,CLT,221
EWR,CLT,528
EWR,DFW,1372
EWR,HKG,8065
EWR,LHR,3465
EWR,MIA,1086
EWR,ORD,719
EWR,ORY,3648
EWR,PHL,80
EWR,PHX,2133
EWR,SEA,2402
EYW,MIA,125
EZE,DFW,5286
EZE,JFK,5282
EZE,MIA,4406
FAR,DFW,968
FAR,ORD,557
FAT,DFW,1313
FAT,LAX,209
FAT,PHX,493
FAY,CLT,118
FAY,DCA,285
FCO,CLT,4812
FCO,JFK,4277
FCO,LHR,898
FCO,ORD,4823
FCO,PHL,4371
FDF,MIA,1468
FDF,SJU,424
FLG,PHX,119
FLL,CLT,631
FLL,DCA,899
FLL,DFW,1119
FLL,ORD,1182
FLL,PAP,720
FLL,PHL,992
FLL,PHX,1972
FLO,CLT,99
FNT,ORD,223
FPO,CLT,611
FPO,MIA,112
FRA,CLT,4396
FRA,DFW,5143
FRA,KUL,6216
FRA,LHR,407
FRA,PHL,3949
FSD,DFW,737
FSD,ORD,463
FSM,DFW,227
FUK,NRT,585
FWA,DFW,859
FWA,ORD,157
GCK,DFW,404
GCM,CLT,1097
GCM,MIA,452
GCM,PHL,1464
GDL,DFW,936
GDL,LAX,1307
GDL,PHX,1037
GDL,SJC,1612
GEG,PHX,1020
GGG,DFW,140
GGT,MIA,317
GIB,LHR,1085
GIG,CLT,4694
GIG,DFW,5221
GIG,JFK,4786
GIG,MIA,4162
GJT,DFW,773
GJT,PHX,438
GLA,LHR,345
GLA,PHL,3309
GND,MIA,1535
GNV,CLT,388
GNV,MIA,294
GOT,LHR,666
GPT,CLT,577
GPT,DFW,500
GRB,ORD,173
GRI,DFW,561
GRK,DFW,134
GRR,DFW,931
GRR,ORD,137
GRU,CLT,4623
GRU,DFW,5111
GRU,JFK,4745
GRU,LAX,6156
GRU,MCO,4255
GRU,MIA,4072
GSO,CLT,83
GSO,DCA,248
GSO,DFW,999
GSO,LGA,461
GSO,MIA,710
GSO,PHL,365
GSP,CLT,76
GSP,DCA,396
GSP,DFW,862
GSP,PHL,515
GUA,DFW,1325
GUA,MIA,1017
GVA,LHR,469
GYE,JFK,2970
GYE,MIA,1922
GYE,SCY,678
GYE,UIO,175
HAJ,LHR,438
HAM,LHR,465
HAN,NRT,2314
HEL,JFK,4117
HEL,LHR,1151
HEL,MAN,1129
HKG,EWR,8065
HKG,JFK,8072
HKG,LAX,7260
HKG,NRT,1842
HKG,ORD,7794
HKG,SFO,6927
HMO,PHX,304
HND,HNL,3853
HND,SFO,5160
HNL,DFW,3784
HNL,HND,3853
HNL,KIX,4116
HNL,LAX,2556
HNL,NGO,4025
HNL,NRT,3819
HNL,OAK,2409
HNL,PHX,2917
HNL,SJC,2417
HNL,SYD,5066
HOU,DFW,247
HPN,CLT,564
HPN,DCA,234
HPN,ORD,738
HPN,PHL,115
HSV,CLT,333
HSV,DCA,613
HSV,DFW,603
HSV,ORD,510
HTS,CLT,235
HVN,PHL,157
HYD,LHR,4823
IAD,AUH,7088
IAD,CLT,321
IAD,DFW,1172
IAD,DOH,6927
IAD,LAX,2288
IAD,LHR,3677
IAD,MIA,921
IAH,CLT,913
IAH,DFW,224
IAH,DOH,8048
IAH,LAX,1379
IAH,LHR,4834
IAH,MIA,964
IAH,ORD,925
IAH,PHL,1325
IAH,PHX,1009
ICN,DFW,6842
ICN,NRT,783
ICT,DFW,328
ICT,ORD,588
ILM,CLT,185
ILM,DCA,320
ILM,LGA,500
ILM,PHL,413
IND,CLT,428
IND,DCA,500
IND,DFW,761
IND,JFK,665
IND,LAX,1814
IND,MIA,1021
IND,ORD,177
IND,PHL,588
IND,PHX,1488
IPT,PHL,129
ISB,AUH,1264
ISP,DCA,249
ISP,PHL,130
IST,LHR,1550
ITH,PHL,192
ITM,NRT,288
JAN,CLT,562
JAN,DCA,860
JAN,DFW,408
JAX,CLT,328
JAX,DCA,634
JAX,DFW,918
JAX,MIA,335
JAX,ORD,864
JAX,PHL,742
JFK,AMM,5738
JFK,ANU,1770
JFK,AUH,6867
JFK,AUS,1521
JFK,BCN,3831
JFK,BDA,762
JFK,BNA,765
JFK,BOS,187
JFK,BWI,184
JFK,CCS,2109
JFK,CDG,3635
JFK,CLE,425
JFK,CLT,541
JFK,CMH,483
JFK,CUN,1555
JFK,CVG,589
JFK,DCA,213
JFK,DFW,1391
JFK,DOH,6704
JFK,DUB,3179
JFK,DUS,3749
JFK,EZE,5282
JFK,FCO,4277
JFK,GIG,4786
JFK,GRU,4745
JFK,GYE,2970
JFK,HEL,4117
JFK,HKG,8072
JFK,IND,665
JFK,LAS,2248
JFK,LAX,2475
JFK,LCY,3472
JFK,LHR,3451
JFK,LIM,3629
JFK,MAD,3589
JFK,MAN,3341
JFK,MCO,944
JFK,MIA,1090
JFK,MXP,3995
JFK,NRT,6745
JFK,ORD,740
JFK,ORF,290
JFK,ORY,3634
JFK,PAP,1522
JFK,PHX,2153
JFK,PIT,340
JFK,RDU,427
JFK,SAN,2446
JFK,SCL,5097
JFK,SEA,2421
JFK,SFO,2586
JFK,SJO,2204
JFK,SJU,1598
JFK,STT,1623
JFK,SXM,1681
JFK,TPA,1005
JFK,YUL,333
JFK,YYC,2041
JFK,YYZ,366
JFK,ZRH,3931
JLN,DFW,327
JNB,LHR,5620
JNU,KTN,235
JUL,AQP,112
KHH,NRT,1508
KIN,MIA,585
KIX,HNL,4116
KOA,LAX,2504
KOA,OAK,2378
KOA,PHX,2860
KOA,SJC,2384
KTN,JNU,235
KTN,SEA,680
KUL,BKK,754
KUL,CDG,6492
KUL,FRA,6216
KUL,LGK,282
KUL,LHR,6593
KUL,NRT,3357
KUL,PEN,201
KUL,SIN,185
KWI,LHR,2909
LAS,CLT,1916
LAS,DCA,2089
LAS,DFW,1055
LAS,JFK,2248
LAS,LAX,236
LAS,LGW,5253
LAS,LHR,5229
LAS,MIA,2174
LAS,ORD,1514
LAS,PHL,2176
LAS,PHX,255
LAS,YEG,1192
LAS,YVR,992
LAS,YYC,1039
LAS,YYZ,1943
LAX,ABQ,677
LAX,ANC,2345
LAX,AUS,1242
LAX,BDL,2527
LAX,BNA,1797
LAX,BNE,7161
LAX,BOS,2611
LAX,CLT,2125
LAX,CMH,1995
LAX,DCA,2311
LAX,DEN,862
LAX,DFW,1235
LAX,DUS,5689
LAX,ELP,714
LAX,EUG,748
LAX,FAT,209
LAX,GDL,1307
LAX,GRU,6156
LAX,HKG,7260
LAX,HNL,2556
LAX,IAD,2288
LAX,IAH,1379
LAX,IND,1814
LAX,JFK,2475
LAX,KOA,2504
LAX,LAS,236
LAX,LHR,5456
LAX,LIH,2615
LAX,LIM,4167
LAX,MAD,5845
LAX,MCO,2218
LAX,MEL,7921
LAX,MEX,1553
LAX,MFR,630
LAX,MIA,2342
LAX,MRY,266
LAX,NAN,5519
LAX,NRT,5451
LAX,OGG,2485
LAX,OKC,1187
LAX,ORD,1745
LAX,PBI,2330
LAX,PDX,834
LAX,PHL,2401
LAX,PHX,370
LAX,PIT,2136
LAX,PPT,4095
LAX,PVG,6485
LAX,RDM,726
LAX,RDU,2238
LAX,RNO,391
LAX,SAN,109
LAX,SEA,954
LAX,SFO,337
LAX,SJC,308
LAX,SJD,911
LAX,SLC,590
LAX,SMF,373
LAX,STL,1592
LAX,STS,399
LAX,SYD,7488
LAX,TUS,451
LAX,XNA,1371
LAX,YEG,1358
LAX,YVR,1081
LAX,YYC,1206
LAX,YYZ,2175
LBA,LHR,173
LBB,DFW,282
LCA,LHR,2040
LCH,DFW,295
LEX,CLT,282
LEX,DFW,785
LEX,ORD,323
LFT,DFW,351
LGA,BNA,764
LGA,BOS,185
LGA,CHO,305
LGA,CLT,544
LGA,CMH,479
LGA,DAY,549
LGA,DCA,214
LGA,DFW,1389
LGA,DTW,502
LGA,GSO,461
LGA,ILM,500
LGA,LIT,1085
LGA,MIA,1097
LGA,ORD,733
LGA,ORF,296
LGA,PBI,1035
LGA,PHL,96
LGA,PIT,335
LGA,RDU,431
LGA,RIC,292
LGA,ROA,405
LGA,SDF,659
LGA,STL,888
LGA,TYS,647
LGA,XNA,1147
LGA,YUL,324
LGA,YYZ,357
LGB,PDX,846
LGB,PHX,355
LGB,SEA,965
LGK,KUL,282
LGW,LAS,5253
LGW,MCO,4353
LGW,TPA,4427
LHE,AUH,1300
LHR,ABZ,403
LHR,ACC,3159
LHR,AGP,1041
LHR,AMS,231
LHR,ARN,911
LHR,ATH,1510
LHR,ATL,4211
LHR,AUH,3432
LHR,AUS,4915
LHR,BAH,3169
LHR,BCN,713
LHR,BGO,649
LHR,BHD,313
LHR,BLQ,724
LHR,BLR,5004
LHR,BOM,4487
LHR,BOS,3265
LHR,BRU,218
LHR,BSL,448
LHR,BUD,928
LHR,BWI,3634
LHR,CDG,216
LHR,CLT,3992
LHR,CPH,610
LHR,CPT,5994
LHR,DEL,4191
LHR,DEN,4671
LHR,DFW,4750
LHR,DUB,280
LHR,DUS,313
LHR,DXB,3420
